,er,er_80,er_80c,er_90,er_90c,er_95,er_95c,ts_80,ts_80c,ts_90,ts_90c,ts_95,ts_95c
0,0.19230769574642181,0.20000000298023224,0.21052631735801697,0.2083333283662796,0.190476194024086,0.19230769574642181,0.2083333283662796,20,19,24,21,26,24
1,0.2380952388048172,0.29411765933036804,0.29411765933036804,0.2631579041481018,0.2631579041481018,0.2380952388048172,0.2380952388048172,17,17,19,19,21,21
