,er,er_80,er_80c,er_90,er_90c,er_95,er_95c,ts_80,ts_80c,ts_90,ts_90c,ts_95,ts_95c
0,0.3913043439388275,0.4146341383457184,0.42500001192092896,0.39534884691238403,0.4047619104385376,0.3913043439388275,0.4000000059604645,41,40,43.0,42.0,46.0,45.0
1,0.5,0.5,0.5,,,,,50,46,,,,
