,actions,states,ts
0,2,2,22
1,1,3,8
2,1,3,9
3,2,3,10
4,2,3,12
5,1,3,14
6,1,3,15
7,1,3,16
8,1,3,17
9,1,3,18
10,1,3,19
11,1,3,20
12,0,3,21
13,1,3,23
14,1,3,24
15,1,3,25
16,0,4,7
17,0,4,11
18,0,4,13
19,0,5,6
20,0,6,5
21,0,7,4
22,0,8,0
23,2,8,1
24,0,8,3
25,0,9,2
