,actions,states,ts
0,2,1,21
1,1,2,19
2,0,2,20
3,2,2,22
4,1,3,9
5,1,3,10
6,1,3,11
7,1,3,12
8,1,3,13
9,1,3,14
10,1,3,15
11,1,3,16
12,1,3,17
13,0,3,18
14,2,3,23
15,1,3,27
16,1,3,28
17,1,3,29
18,1,3,32
19,0,4,8
20,1,4,24
21,1,4,25
22,0,4,26
23,0,5,7
24,0,6,6
25,0,7,5
26,0,8,0
27,1,8,1
28,2,8,2
29,0,8,4
30,0,9,3
