,actions,states,ts
0,1,2,18
1,2,2,19
2,2,2,25
3,1,3,10
4,1,3,11
5,1,3,12
6,1,3,13
7,1,3,14
8,1,3,15
9,1,3,16
10,0,3,17
11,2,3,20
12,1,3,22
13,1,3,23
14,0,3,24
15,1,3,26
16,1,3,27
17,1,3,33
18,0,4,9
19,0,4,21
20,0,5,8
21,0,6,7
22,0,7,6
23,0,8,0
24,1,8,1
25,1,8,2
26,1,8,3
27,1,8,4
28,0,8,5
