,actions,states,ts
0,2,0,14
1,0,0,17
2,1,0,18
3,1,0,19
4,1,0,20
5,1,0,21
6,1,0,22
7,1,0,23
8,1,0,24
9,2,0,25
10,0,1,13
11,1,1,15
12,0,1,16
13,2,1,26
14,1,2,7
15,1,2,8
16,1,2,9
17,1,2,10
18,1,2,11
19,0,2,12
20,2,2,27
21,0,3,6
22,1,3,28
23,1,3,29
24,1,3,30
25,1,3,31
26,1,3,32
27,1,3,33
28,1,3,34
29,1,3,35
30,1,3,36
31,1,3,37
32,1,3,38
33,1,3,39
34,1,3,40
35,2,3,41
36,1,3,43
37,1,3,44
38,1,3,45
39,1,3,46
40,0,4,5
41,0,4,42
42,0,5,4
43,0,6,3
44,0,7,2
45,0,8,0
46,0,8,1
