,actions,states,ts
0,1,3,6
1,1,3,7
2,1,3,8
3,1,3,9
4,1,3,10
5,1,3,11
6,1,3,12
7,1,3,13
8,1,3,14
9,1,3,15
10,1,3,16
11,1,3,29
12,0,4,5
13,0,5,4
14,0,6,3
15,0,7,2
16,0,8,0
17,0,8,1
