,actions,states,ts
0,2,2,18
1,1,3,9
2,1,3,10
3,1,3,11
4,1,3,12
5,1,3,13
6,1,3,14
7,1,3,15
8,1,3,16
9,0,3,17
10,1,3,19
11,1,3,20
12,1,3,21
13,1,3,22
14,0,4,8
15,0,5,7
16,0,6,6
17,0,7,5
18,0,8,0
19,2,8,1
20,1,8,3
21,0,8,4
22,0,9,2
