,actions,states,ts
0,2,2,18
1,1,3,6
2,1,3,7
3,1,3,8
4,2,3,9
5,1,3,11
6,1,3,12
7,1,3,13
8,1,3,14
9,1,3,15
10,1,3,16
11,0,3,17
12,1,3,19
13,1,3,20
14,1,3,21
15,0,4,5
16,0,4,10
17,0,5,4
18,0,6,3
19,0,7,2
20,0,8,0
21,0,8,1
