,actions,states,ts
0,2,2,29
1,2,3,10
2,1,3,13
3,1,3,14
4,1,3,15
5,1,3,16
6,2,3,17
7,1,3,20
8,1,3,21
9,1,3,22
10,1,3,23
11,1,3,24
12,1,3,25
13,1,3,26
14,1,3,27
15,0,3,28
16,0,4,9
17,1,4,11
18,0,4,12
19,1,4,18
20,0,4,19
21,1,5,7
22,0,5,8
23,0,6,6
24,2,7,3
25,0,7,5
26,0,8,0
27,1,8,1
28,0,8,2
29,0,8,4
