,actions,states,ts
0,1,2,13
1,2,2,14
2,2,2,23
3,1,3,10
4,1,3,11
5,0,3,12
6,1,3,15
7,1,3,16
8,1,3,17
9,1,3,18
10,1,3,19
11,1,3,20
12,1,3,21
13,0,3,22
14,1,3,24
15,1,3,25
16,1,3,26
17,0,4,9
18,0,5,8
19,0,6,7
20,2,7,2
21,0,7,6
22,0,8,0
23,0,8,1
24,2,8,3
25,0,8,5
26,0,9,4
