,actions,states,ts
0,2,2,18
1,2,2,24
2,1,3,11
3,1,3,12
4,1,3,13
5,1,3,14
6,1,3,15
7,1,3,16
8,0,3,17
9,1,3,19
10,1,3,20
11,1,3,21
12,1,3,22
13,0,3,23
14,1,3,25
15,1,3,26
16,0,4,10
17,0,5,9
18,2,6,5
19,0,6,8
20,0,7,4
21,1,7,6
22,0,7,7
23,0,8,0
24,1,8,1
25,1,8,2
26,0,8,3
