,actions,states,ts
0,2,2,20
1,2,2,26
2,1,3,11
3,2,3,12
4,1,3,14
5,1,3,15
6,1,3,16
7,1,3,17
8,1,3,18
9,0,3,19
10,1,3,21
11,1,3,22
12,1,3,23
13,1,3,24
14,0,3,25
15,1,3,27
16,1,3,40
17,0,4,10
18,0,4,13
19,2,5,7
20,0,5,9
21,1,6,5
22,0,6,6
23,0,6,8
24,2,7,2
25,0,7,4
26,0,8,0
27,0,8,1
28,0,8,3
