,actions,states,ts
0,1,2,35
1,1,2,36
2,2,2,37
3,2,3,11
4,1,3,15
5,2,3,16
6,1,3,18
7,1,3,19
8,1,3,20
9,2,3,21
10,1,3,26
11,1,3,26
12,2,3,27
13,1,3,30
14,2,3,31
15,0,3,34
16,2,3,38
17,1,3,41
18,1,3,42
19,1,3,43
20,1,3,44
21,1,3,45
22,1,3,46
23,2,4,8
24,0,4,10
25,2,4,12
26,0,4,14
27,0,4,17
28,2,4,22
29,0,4,25
30,1,4,28
31,0,4,29
32,1,4,32
33,0,4,33
34,1,4,39
35,0,4,40
36,0,5,7
37,0,5,9
38,0,5,13
39,1,5,23
40,0,5,24
41,0,6,6
42,0,7,5
43,0,8,0
44,2,8,1
45,1,8,3
46,0,8,4
47,0,9,2
