,actions,states,ts
0,2,2,14
1,1,2,22
2,2,2,23
3,1,3,9
4,1,3,10
5,1,3,11
6,1,3,12
7,0,3,13
8,1,3,15
9,1,3,16
10,1,3,17
11,1,3,18
12,1,3,19
13,1,3,20
14,0,3,21
15,1,3,24
16,1,3,25
17,0,4,8
18,0,5,7
19,1,6,5
20,0,6,6
21,0,7,4
22,0,8,0
23,2,8,1
24,0,8,3
25,0,9,2
