,actions,states,ts
0,1,2,12
1,2,2,13
2,1,3,7
3,1,3,8
4,1,3,9
5,1,3,10
6,0,3,11
7,1,3,14
8,1,3,15
9,1,3,16
10,2,3,17
11,2,3,19
12,1,3,21
13,1,3,22
14,1,3,23
15,1,3,24
16,1,3,25
17,0,4,6
18,0,4,18
19,0,4,20
20,0,5,5
21,0,6,4
22,0,7,3
23,0,8,0
24,1,8,1
25,0,8,2
