,actions,states,ts
0,1,2,21
1,2,2,22
2,1,3,10
3,1,3,11
4,2,3,12
5,1,3,15
6,1,3,16
7,1,3,17
8,1,3,18
9,1,3,19
10,0,3,20
11,1,3,23
12,1,3,24
13,1,3,24
14,1,3,25
15,1,3,26
16,0,4,9
17,1,4,13
18,0,4,14
19,0,5,8
20,0,6,7
21,2,7,2
22,0,7,6
23,0,8,0
24,0,8,1
25,2,8,3
26,0,8,5
27,0,9,4
