,actions,states,ts
0,1,1,17
1,2,1,18
2,0,2,16
3,2,2,19
4,2,3,9
5,1,3,11
6,1,3,12
7,1,3,13
8,1,3,14
9,0,3,15
10,1,3,20
11,1,3,21
12,1,3,22
13,1,3,23
14,1,3,24
15,1,3,24
16,1,3,25
17,1,3,26
18,0,4,8
19,0,4,10
20,1,5,6
21,0,5,7
22,0,6,5
23,0,7,4
24,0,8,0
25,2,8,1
26,0,8,3
27,0,9,2
