,actions,states,ts
0,0,0,25
1,1,0,26
2,2,0,27
3,2,0,29
4,1,1,21
5,2,1,22
6,0,1,24
7,0,1,28
8,1,1,30
9,2,1,31
10,0,2,20
11,0,2,23
12,2,2,32
13,2,3,6
14,2,3,9
15,1,3,11
16,2,3,12
17,1,3,14
18,1,3,15
19,1,3,16
20,1,3,17
21,1,3,18
22,0,3,19
23,1,3,33
24,1,3,34
25,1,3,35
26,1,3,36
27,1,3,37
28,1,3,38
29,1,3,39
30,0,4,5
31,1,4,7
32,0,4,8
33,0,4,10
34,0,4,13
35,0,5,4
36,0,6,3
37,0,7,2
38,0,8,0
39,0,8,1
