,actions,states,ts
0,2,1,30
1,2,1,35
2,0,2,29
3,1,2,31
4,1,2,32
5,1,2,33
6,0,2,34
7,1,2,36
8,2,2,37
9,2,2,45
10,1,3,14
11,1,3,15
12,2,3,16
13,2,3,18
14,1,3,20
15,1,3,21
16,2,3,22
17,2,3,24
18,1,3,26
19,1,3,27
20,0,3,28
21,1,3,38
22,1,3,39
23,1,3,40
24,1,3,41
25,1,3,42
26,1,3,43
27,0,3,44
28,1,3,46
29,0,4,13
30,0,4,17
31,0,4,19
32,0,4,23
33,0,4,25
34,2,5,9
35,0,5,12
36,2,6,6
37,0,6,8
38,1,6,10
39,0,6,11
40,0,7,5
41,0,7,7
42,0,8,0
43,1,8,1
44,1,8,2
45,1,8,3
46,0,8,4
