,actions,states,ts
0,1,2,21
1,2,2,22
2,1,3,6
3,1,3,7
4,2,3,8
5,1,3,10
6,2,3,11
7,1,3,13
8,1,3,14
9,1,3,15
10,1,3,16
11,1,3,17
12,1,3,18
13,1,3,19
14,0,3,20
15,1,3,23
16,1,3,24
17,0,4,5
18,0,4,9
19,0,4,12
20,0,5,4
21,0,6,3
22,0,7,2
23,0,8,0
24,0,8,1
