,actions,states,ts
0,1,2,27
1,2,2,28
2,1,3,20
3,1,3,21
4,1,3,22
5,1,3,23
6,2,3,24
7,0,3,26
8,1,3,29
9,2,3,30
10,2,3,33
11,1,3,35
12,1,3,36
13,1,3,37
14,1,3,38
15,1,3,39
16,1,3,40
17,2,3,41
18,1,3,43
19,0,4,19
20,0,4,25
21,1,4,31
22,0,4,32
23,0,4,34
24,0,4,42
25,2,5,6
26,2,5,14
27,0,5,18
28,0,6,5
29,2,6,7
30,0,6,13
31,2,6,15
32,0,6,17
33,0,7,4
34,2,7,8
35,2,7,10
36,0,7,12
37,0,7,16
38,0,8,0
39,1,8,1
40,1,8,2
41,0,8,3
42,0,8,9
43,0,8,11
