,actions,states,ts
0,1,3,11
1,2,3,12
2,1,3,14
3,2,3,15
4,1,3,19
5,1,3,20
6,1,3,21
7,1,3,22
8,1,3,23
9,1,3,24
10,1,3,25
11,1,3,26
12,1,3,27
13,1,3,28
14,0,4,10
15,0,4,13
16,2,4,16
17,0,4,18
18,0,5,9
19,0,5,17
20,2,6,6
21,0,6,8
22,2,7,3
23,0,7,5
24,0,7,7
25,0,8,0
26,1,8,1
27,0,8,2
28,0,8,4
