,actions,states,ts
0,2,0,22
1,0,0,26
2,0,0,27
3,2,0,28
4,0,1,21
5,2,1,23
6,0,1,25
7,2,1,29
8,0,2,20
9,0,2,24
10,2,2,30
11,1,3,11
12,1,3,12
13,1,3,13
14,1,3,14
15,1,3,15
16,1,3,16
17,1,3,17
18,1,3,18
19,0,3,19
20,1,3,23
21,2,3,31
22,1,3,35
23,1,3,36
24,1,3,37
25,0,4,10
26,2,4,32
27,0,4,34
28,0,5,9
29,0,5,33
30,0,6,8
31,1,7,2
32,2,7,3
33,2,7,5
34,0,7,7
35,0,8,0
36,0,8,1
37,0,8,4
38,0,8,6
