,actions,states,ts
0,2,2,9
1,1,3,7
2,0,3,8
3,1,3,10
4,1,3,11
5,1,3,12
6,1,3,13
7,1,3,14
8,2,3,15
9,2,3,17
10,2,3,19
11,1,3,21
12,1,3,22
13,1,3,23
14,1,3,24
15,1,3,25
16,1,3,26
17,0,4,6
18,0,4,16
19,0,4,18
20,0,4,20
21,0,5,5
22,0,6,4
23,1,7,2
24,0,7,3
25,0,8,0
26,0,8,1
