,actions,states,ts
0,2,1,11
1,0,2,10
2,2,2,12
3,2,2,21
4,1,3,6
5,1,3,7
6,1,3,8
7,0,3,9
8,1,3,13
9,1,3,14
10,1,3,15
11,1,3,16
12,1,3,17
13,1,3,18
14,1,3,19
15,0,3,20
16,1,3,22
17,1,3,23
18,0,4,5
19,0,5,4
20,0,6,3
21,0,7,2
22,0,8,0
23,0,8,1
