,actions,states,ts
0,1,2,7
1,1,2,8
2,1,2,9
3,2,2,10
4,2,2,19
5,2,2,25
6,2,2,27
7,0,3,6
8,2,3,11
9,1,3,13
10,1,3,14
11,1,3,15
12,1,3,16
13,1,3,17
14,0,3,18
15,1,3,20
16,1,3,21
17,1,3,22
18,1,3,23
19,0,3,24
20,0,3,26
21,1,3,28
22,1,3,29
23,1,3,30
24,1,3,31
25,0,4,5
26,0,4,12
27,0,5,4
28,0,6,3
29,0,7,2
30,0,8,0
31,0,8,1
