,actions,states,ts
0,2,1,22
1,1,2,20
2,0,2,21
3,2,2,23
4,1,2,27
5,2,2,28
6,1,3,10
7,1,3,11
8,1,3,12
9,1,3,13
10,1,3,14
11,1,3,15
12,1,3,16
13,1,3,17
14,1,3,18
15,0,3,19
16,2,3,24
17,1,3,26
18,0,3,26
19,1,3,29
20,2,3,30
21,1,3,32
22,0,4,9
23,0,4,25
24,0,4,31
25,0,5,8
26,0,6,7
27,2,7,3
28,0,7,6
29,0,8,0
30,1,8,1
31,0,8,2
32,1,8,4
33,0,8,5
