,actions,states,ts
0,1,2,31
1,2,2,32
2,1,3,20
3,1,3,21
4,1,3,22
5,1,3,23
6,1,3,24
7,1,3,25
8,1,3,26
9,1,3,27
10,1,3,28
11,1,3,29
12,1,3,29
13,0,3,30
14,1,3,33
15,0,4,19
16,2,5,11
17,2,5,15
18,1,5,17
19,0,5,18
20,0,6,10
21,2,6,12
22,0,6,14
23,0,6,16
24,0,7,9
25,0,7,13
26,0,8,0
27,1,8,1
28,1,8,2
29,2,8,3
30,0,8,8
31,2,9,4
32,1,9,6
33,0,9,7
34,0,10,5
