,actions,states,ts
0,1,2,15
1,2,2,16
2,1,2,18
3,2,2,19
4,0,3,14
5,0,3,17
6,1,3,20
7,1,3,21
8,0,3,22
9,1,3,22
10,1,3,23
11,1,3,24
12,1,3,25
13,1,3,26
14,1,3,27
15,1,3,28
16,1,3,29
17,1,3,30
18,1,3,31
19,1,3,32
20,0,4,13
21,0,5,12
22,1,6,8
23,2,6,9
24,0,6,11
25,2,7,4
26,0,7,7
27,0,7,10
28,0,8,0
29,2,8,1
30,0,8,3
31,1,8,5
32,0,8,6
33,0,9,2
