,actions,states,ts
0,2,2,14
1,2,2,25
2,2,3,8
3,2,3,10
4,1,3,12
5,0,3,13
6,1,3,15
7,1,3,16
8,1,3,17
9,1,3,18
10,1,3,19
11,1,3,20
12,1,3,21
13,1,3,22
14,1,3,23
15,0,3,24
16,1,3,26
17,2,3,27
18,1,3,27
19,0,4,7
20,0,4,9
21,0,4,11
22,0,5,6
23,2,6,3
24,0,6,5
25,0,7,2
26,0,7,4
27,0,8,0
28,0,8,1
