,actions,states,ts
0,2,1,14
1,0,2,13
2,2,2,15
3,1,2,22
4,2,2,23
5,2,2,38
6,0,3,12
7,1,3,16
8,1,3,17
9,1,3,18
10,1,3,19
11,1,3,20
12,0,3,21
13,2,3,24
14,1,3,30
15,1,3,32
16,1,3,33
17,1,3,34
18,1,3,35
19,1,3,36
20,0,3,37
21,1,3,39
22,0,4,11
23,2,4,25
24,2,4,27
25,2,4,29
26,0,4,31
27,2,5,4
28,0,5,10
29,0,5,26
30,0,5,28
31,0,5,30
32,0,6,3
33,2,6,5
34,0,6,9
35,0,7,2
36,2,7,6
37,0,7,8
38,0,8,0
39,0,8,1
40,0,8,7
