,actions,states,ts
0,2,2,12
1,2,2,19
2,1,3,8
3,1,3,9
4,1,3,10
5,0,3,11
6,1,3,13
7,1,3,14
8,1,3,15
9,1,3,16
10,1,3,17
11,0,3,18
12,1,3,20
13,1,3,21
14,1,3,22
15,1,3,23
16,0,4,7
17,0,5,6
18,0,6,5
19,0,7,4
20,0,8,0
21,1,8,1
22,1,8,2
23,0,8,3
