,actions,states,ts
0,1,2,15
1,2,2,16
2,0,3,14
3,1,3,17
4,1,3,18
5,1,3,19
6,1,3,20
7,2,3,21
8,1,3,24
9,1,3,25
10,1,3,26
11,1,3,26
12,1,3,27
13,1,3,28
14,1,3,29
15,1,3,30
16,0,4,13
17,1,4,22
18,0,4,23
19,0,5,12
20,0,6,11
21,0,7,10
22,0,8,0
23,2,8,1
24,2,8,3
25,2,8,7
26,0,8,9
27,0,9,2
28,2,9,4
29,0,9,6
30,0,9,8
31,0,10,5
