Unnamed: 0,actions,states,trial,ts
10,1,3,42,16
11,0,3,42,17
0,2,2,42,18
12,1,3,42,19
13,1,3,42,20
14,1,3,42,21
18,0,8,43,0
19,2,8,43,1
22,0,9,43,2
20,1,8,43,3
21,0,8,43,4
17,0,7,43,5
16,0,6,43,6
15,0,5,43,7
14,0,4,43,8
1,1,3,43,9
2,1,3,43,10
3,1,3,43,11
4,1,3,43,12
5,1,3,43,13
6,1,3,43,14
7,1,3,43,15
8,1,3,43,16
9,0,3,43,17
0,2,2,43,18
10,1,3,43,19
11,1,3,43,20
12,1,3,43,21
13,1,3,43,22
26,0,8,44,0
27,1,8,44,1
28,0,8,44,2
22,0,7,44,3
18,1,6,44,4
19,2,6,44,5
23,1,7,44,6
24,0,7,44,7
20,2,6,44,8
25,0,7,44,9
21,0,6,44,10
17,0,5,44,11
16,0,4,44,12
2,1,3,44,13
3,1,3,44,14
4,1,3,44,15
5,0,3,44,16
0,2,2,44,17
6,1,3,44,18
7,1,3,44,19
8,1,3,44,20
9,1,3,44,21
10,1,3,44,22
11,0,3,44,23
1,2,2,44,24
12,1,3,44,25
13,1,3,44,26
14,1,3,44,27
15,1,3,44,28
48,0,8,45,0
49,0,8,45,1
39,0,7,45,2
29,2,6,45,3
40,0,7,45,4
30,0,6,45,5
20,2,5,45,6
31,2,6,45,7
41,1,7,45,8
42,1,7,45,9
43,0,7,45,10
32,2,6,45,11
44,0,7,45,12
33,0,6,45,13
21,2,5,45,14
34,1,6,45,15
35,2,6,45,16
45,2,7,45,17
50,0,8,45,18
46,0,7,45,19
36,0,6,45,20
22,0,5,45,21
14,2,4,45,22
23,0,5,45,23
15,0,4,45,24
10,0,3,45,25
4,1,2,45,26
5,1,2,45,27
6,2,2,45,28
11,2,3,45,29
16,2,4,45,30
24,1,5,45,31
25,2,5,45,32
37,2,6,45,33
47,0,7,45,34
38,0,6,45,35
26,0,5,45,36
17,2,4,45,37
27,0,5,45,38
18,0,4,45,39
12,0,3,45,40
7,0,2,45,41
1,0,1,45,42
0,2,0,45,43
2,2,1,45,44
8,0,2,45,45
3,2,1,45,46
9,2,2,45,47
13,2,3,45,48
19,2,4,45,49
28,1,5,45,50
24,0,8,46,0
25,1,8,46,1
26,2,8,46,2
29,0,9,46,3
27,1,8,46,4
28,0,8,46,5
23,0,7,46,6
21,1,6,46,7
22,0,6,46,8
20,0,5,46,9
17,1,4,46,10
18,0,4,46,11
2,1,3,46,12
3,1,3,46,13
4,1,3,46,14
5,1,3,46,15
6,1,3,46,16
7,1,3,46,17
8,0,3,46,18
0,2,2,46,19
9,2,3,46,20
19,0,4,46,21
10,0,3,46,22
1,2,2,46,23
11,1,3,46,24
12,1,3,46,25
13,1,3,46,26
14,1,3,46,27
15,1,3,46,28
16,1,3,46,29
38,0,8,47,0
39,0,8,47,1
37,0,7,47,2
36,0,6,47,3
35,0,5,47,4
30,0,4,47,5
13,2,3,47,6
31,1,4,47,7
32,0,4,47,8
14,2,3,47,9
33,0,4,47,10
15,1,3,47,11
16,2,3,47,12
34,0,4,47,13
17,1,3,47,14
18,1,3,47,15
19,1,3,47,16
20,1,3,47,17
21,1,3,47,18
22,0,3,47,19
10,0,2,47,20
4,1,1,47,21
5,2,1,47,22
11,0,2,47,23
6,0,1,47,24
0,0,0,47,25
1,1,0,47,26
2,2,0,47,27
7,0,1,47,28
3,2,0,47,29
8,1,1,47,30
9,2,1,47,31
12,2,2,47,32
23,1,3,47,33
24,1,3,47,34
25,1,3,47,35
26,1,3,47,36
27,1,3,47,37
28,1,3,47,38
29,1,3,47,39
38,0,8,48,0
39,1,8,48,1
40,1,8,48,2
41,0,8,48,3
33,0,7,48,4
28,0,6,48,5
25,2,5,48,6
29,2,6,48,7
34,2,7,48,8
42,0,8,48,9
35,2,7,48,10
43,0,8,48,11
36,0,7,48,12
30,0,6,48,13
26,2,5,48,14
31,2,6,48,15
37,0,7,48,16
32,0,6,48,17
27,0,5,48,18
19,0,4,48,19
2,1,3,48,20
3,1,3,48,21
4,1,3,48,22
5,1,3,48,23
6,2,3,48,24
20,0,4,48,25
7,0,3,48,26
0,1,2,48,27
1,2,2,48,28
8,1,3,48,29
9,2,3,48,30
21,1,4,48,31
22,0,4,48,32
10,2,3,48,33
23,0,4,48,34
11,1,3,48,35
12,1,3,48,36
13,1,3,48,37
14,1,3,48,38
15,1,3,48,39
16,1,3,48,40
17,2,3,48,41
24,0,4,48,42
18,1,3,48,43
36,0,8,49,0
37,2,8,49,1
46,0,9,49,2
38,2,8,49,3
47,0,9,49,4
39,1,8,49,5
40,0,8,49,6
31,0,7,49,7
29,2,6,49,8
32,2,7,49,9
41,0,8,49,10
33,2,7,49,11
42,2,8,49,12
48,2,9,49,13
51,0,10,49,14
49,0,9,49,15
43,2,8,49,16
50,0,9,49,17
44,0,8,49,18
34,2,7,49,19
45,0,8,49,20
35,0,7,49,21
30,0,6,49,22
26,0,5,49,23
19,0,4,49,24
2,0,3,49,25
0,1,2,49,26
1,2,2,49,27
3,1,3,49,28
4,1,3,49,29
5,2,3,49,30
20,2,4,49,31
27,0,5,49,32
21,0,4,49,33
6,1,3,49,34
7,2,3,49,35
22,0,4,49,36
8,1,3,49,37
9,1,3,49,38
10,1,3,49,39
11,2,3,49,40
23,2,4,49,41
28,0,5,49,42
24,0,4,49,43
12,1,3,49,44
13,1,3,49,44
14,2,3,49,45
25,0,4,49,46
15,1,3,49,47
16,1,3,49,48
17,1,3,49,49
18,2,3,49,50
26,0,8,50,0
27,0,8,50,1
24,2,7,50,2
28,0,8,50,3
25,0,7,50,4
21,1,6,50,5
22,0,6,50,6
19,2,5,50,7
23,0,6,50,8
20,0,5,50,9
17,0,4,50,10
2,1,3,50,11
3,2,3,50,12
18,0,4,50,13
4,1,3,50,14
5,1,3,50,15
6,1,3,50,16
7,1,3,50,17
8,1,3,50,18
9,0,3,50,19
0,2,2,50,20
10,1,3,50,21
11,1,3,50,22
12,1,3,50,23
13,1,3,50,24
14,0,3,50,25
1,2,2,50,26
15,1,3,50,27
16,1,3,50,40
19,0,8,51,0
20,0,8,51,1
17,2,7,51,2
21,1,8,51,3
22,0,8,51,4
18,0,7,51,5
16,0,6,51,6
15,0,5,51,7
14,0,4,51,8
1,0,3,51,9
0,2,2,51,10
2,1,3,51,11
3,1,3,51,12
4,1,3,51,13
5,1,3,51,14
6,1,3,51,15
7,1,3,51,16
8,1,3,51,17
9,1,3,51,18
10,1,3,51,19
11,1,3,51,20
12,1,3,51,21
13,1,3,51,27
0,0,8,52,0
1,2,8,52,1
2,0,9,52,2
3,0,8,52,3
4,0,7,52,4
5,2,6,52,5
6,0,7,52,6
7,0,6,52,7
8,0,5,52,8
9,0,4,52,9
10,1,3,52,10
11,1,3,52,11
12,1,3,52,12
13,1,3,52,13
14,2,3,52,14
15,0,4,52,15
16,1,3,52,16
17,1,3,52,17
18,1,3,52,18
19,1,3,52,19
20,1,3,52,20
21,1,3,52,21
22,1,3,52,22
23,1,3,52,23
24,1,3,52,24
25,1,3,52,25
26,1,3,52,26
27,1,3,52,27
28,1,3,52,28
29,1,3,52,29
30,0,3,52,30
31,2,2,52,31
32,1,3,52,32
33,1,3,52,33
34,1,3,52,34
35,0,3,52,35
36,2,2,52,36
37,2,3,52,37
38,0,4,52,38
39,1,3,52,39
40,1,3,52,40
41,1,3,52,41
42,1,3,52,42
43,1,3,52,43
44,1,3,52,44
45,1,3,52,45
46,1,3,52,46
47,1,3,52,47
48,0,3,52,48
49,1,2,52,49
50,2,2,52,50
51,0,3,52,51
52,2,2,52,52
53,1,3,52,53
54,1,3,52,54
55,1,3,52,55
56,1,3,52,56
57,1,3,52,57
58,1,3,52,58
59,1,3,52,59
60,1,3,52,60
61,0,8,53,0
62,1,8,53,1
63,0,8,53,2
64,0,7,53,3
65,0,6,53,4
66,2,5,53,5
67,0,6,53,6
68,0,5,53,7
69,0,4,53,8
70,0,3,53,9
71,2,2,53,10
72,1,3,53,11
73,1,3,53,12
74,2,3,53,13
75,1,4,53,14
76,0,4,53,15
77,0,3,53,16
78,1,2,53,17
79,0,2,53,18
80,0,1,53,19
81,2,0,53,20
82,2,1,53,21
83,1,2,53,22
84,1,2,53,23
85,1,2,53,24
86,1,2,53,25
87,2,2,53,26
88,0,3,53,27
89,1,2,53,28
90,2,2,53,29
91,1,3,53,30
92,1,3,53,31
93,1,3,53,32
94,1,3,53,33
95,1,3,53,34
96,1,3,53,35
97,1,3,53,36
98,1,3,53,37
99,1,3,53,38
100,1,3,53,39
101,0,3,53,40
102,0,2,53,41
103,2,1,53,42
104,2,2,53,43
105,2,3,53,44
106,1,4,53,45
107,2,4,53,46
108,0,5,53,47
109,0,4,53,48
110,2,3,53,49
111,1,4,53,50
112,0,4,53,51
113,0,3,53,52
114,1,2,53,53
115,1,2,53,54
116,2,2,53,55
117,1,3,53,56
118,1,3,53,57
119,1,3,53,58
120,1,3,53,59
121,1,3,53,60
0,0,8,54,0
1,1,8,54,1
2,1,8,54,2
3,0,8,54,3
4,0,7,54,4
5,0,6,54,5
6,0,5,54,6
7,0,4,54,7
8,1,3,54,8
9,1,3,54,9
10,1,3,54,10
11,1,3,54,11
12,1,3,54,12
13,1,3,54,13
14,1,3,54,14
15,1,3,54,15
16,2,3,54,16
17,2,4,54,17
18,0,5,54,18
19,0,4,54,19
20,0,3,54,20
21,1,2,54,21
22,2,2,54,22
23,2,3,54,23
24,1,4,54,24
25,0,4,54,25
26,2,3,54,26
27,2,4,54,27
28,0,5,54,28
29,0,4,54,29
30,0,3,54,30
31,1,2,54,31
32,0,2,54,32
33,2,1,54,33
34,2,2,54,34
35,1,3,54,35
36,1,3,54,36
37,2,3,54,37
38,1,4,54,38
39,2,4,54,39
40,2,5,54,40
41,2,6,54,41
42,2,7,54,42
43,0,8,54,43
44,0,7,54,44
45,0,6,54,45
46,0,5,54,46
47,0,4,54,47
48,1,3,54,48
49,1,3,54,49
50,1,3,54,50
51,1,3,54,51
52,1,3,54,52
53,1,3,54,53
54,1,3,54,54
55,1,3,54,55
56,1,3,54,56
57,1,3,54,57
58,1,3,54,58
59,1,3,54,59
60,1,3,54,60
0,0,8,55,0
1,1,8,55,1
2,1,8,55,2
3,1,8,55,3
4,1,8,55,4
5,0,8,55,5
6,2,7,55,6
7,0,8,55,7
8,0,7,55,8
9,2,6,55,9
10,0,7,55,10
11,0,6,55,11
12,2,5,55,12
13,2,6,55,13
14,0,7,55,14
15,0,6,55,15
16,0,5,55,16
17,2,4,55,17
18,1,5,55,18
19,0,5,55,19
20,0,4,55,20
21,1,3,55,21
22,1,3,55,22
23,1,3,55,23
24,1,3,55,24
25,1,3,55,25
26,1,3,55,26
27,1,3,55,27
28,1,3,55,28
29,1,3,55,29
30,1,3,55,30
31,1,3,55,31
32,1,3,55,32
33,1,3,55,33
34,1,3,55,34
35,1,3,55,35
36,1,3,55,36
37,1,3,55,37
38,1,3,55,38
39,1,3,55,39
40,1,3,55,40
41,1,3,55,41
42,1,3,55,42
43,1,3,55,43
44,1,3,55,44
45,0,3,55,45
46,1,2,55,46
47,2,2,55,47
48,1,3,55,48
49,1,3,55,49
50,1,3,55,50
51,1,3,55,51
52,1,3,55,52
53,1,3,55,53
54,1,3,55,54
55,1,3,55,55
56,1,3,55,56
57,1,3,55,57
58,1,3,55,58
59,1,3,55,59
60,1,3,55,60
0,0,8,56,0
1,1,8,56,1
2,1,8,56,2
3,0,8,56,3
4,2,7,56,4
5,1,8,56,5
6,2,8,56,6
7,0,9,56,7
8,0,8,56,8
9,0,7,56,9
10,0,6,56,10
11,0,5,56,11
12,0,4,56,12
13,1,3,56,13
14,1,3,56,14
15,1,3,56,15
16,1,3,56,16
17,1,3,56,17
18,1,3,56,18
19,1,3,56,19
20,1,3,56,20
21,1,3,56,21
22,1,3,56,22
23,1,3,56,23
24,0,3,56,24
25,2,2,56,25
26,1,3,56,26
27,1,3,56,27
28,1,3,56,28
29,1,3,56,29
30,1,3,56,30
31,1,3,56,31
32,1,3,56,32
33,1,3,56,33
34,0,3,56,34
35,0,2,56,35
36,0,1,56,36
37,2,0,56,37
38,2,1,56,38
39,0,2,56,39
40,2,1,56,40
41,0,2,56,41
42,2,1,56,42
43,1,2,56,43
44,2,2,56,44
45,1,3,56,45
46,1,3,56,46
47,1,3,56,47
48,1,3,56,48
49,1,3,56,49
50,1,3,56,50
51,1,3,56,51
52,1,3,56,52
53,1,3,56,53
54,1,3,56,54
55,1,3,56,55
56,1,3,56,56
57,1,3,56,57
58,1,3,56,58
59,1,3,56,59
60,1,3,56,60
0,0,8,57,0
1,0,8,57,1
2,1,7,57,2
3,0,7,57,3
4,0,6,57,4
5,2,5,57,5
6,0,6,57,6
7,0,5,57,7
8,0,4,57,8
9,1,3,57,9
10,1,3,57,10
11,1,3,57,11
12,1,3,57,12
13,1,3,57,13
14,1,3,57,14
15,1,3,57,15
16,2,3,57,16
17,0,4,57,17
18,2,3,57,18
19,0,4,57,19
20,1,3,57,20
21,1,3,57,21
22,1,3,57,22
23,1,3,57,23
24,2,3,57,24
25,0,4,57,25
26,1,3,57,26
27,1,3,57,27
28,1,3,57,28
29,1,3,57,29
30,1,3,57,30
31,1,3,57,31
32,2,3,57,32
33,2,4,57,33
34,0,5,57,34
35,0,4,57,35
36,1,3,57,36
37,1,3,57,37
38,1,3,57,38
39,1,3,57,39
40,1,3,57,40
41,1,3,57,41
42,0,3,57,42
43,1,2,57,43
44,0,2,57,44
45,2,1,57,45
46,2,2,57,46
47,1,3,57,47
48,1,3,57,48
49,1,3,57,49
50,2,3,57,50
51,0,4,57,51
52,1,3,57,52
53,1,3,57,53
54,2,3,57,54
55,0,4,57,55
56,1,3,57,56
57,1,3,57,57
58,1,3,57,58
59,1,3,57,59
60,1,3,57,60
61,0,8,58,0
62,2,8,58,1
63,0,9,58,2
64,0,8,58,3
65,0,7,58,4
66,0,6,58,5
67,0,5,58,6
68,0,4,58,7
69,0,3,58,8
70,2,2,58,9
71,2,3,58,10
72,1,4,58,11
73,0,4,58,12
74,0,3,58,13
75,1,2,58,14
76,2,2,58,15
77,2,3,58,16
78,0,4,58,17
79,0,3,58,18
80,1,2,58,19
81,1,2,58,20
82,0,2,58,21
83,0,1,58,22
84,2,0,58,23
85,2,1,58,24
86,2,2,58,25
87,1,3,58,26
88,1,3,58,27
89,1,3,58,28
90,1,3,58,29
91,1,3,58,30
92,1,3,58,31
93,1,3,58,32
94,1,3,58,33
95,0,3,58,34
96,2,2,58,35
97,1,3,58,36
98,1,3,58,37
99,1,3,58,38
100,1,3,58,39
101,1,3,58,40
102,1,3,58,41
103,1,3,58,42
104,2,3,58,43
105,1,4,58,44
106,2,4,58,45
107,0,5,58,46
108,2,4,58,47
109,0,5,58,48
110,0,4,58,49
111,1,3,58,50
112,1,3,58,51
113,1,3,58,52
114,1,3,58,53
115,1,3,58,54
116,1,3,58,55
117,2,3,58,56
118,1,4,58,57
119,0,4,58,58
120,1,3,58,59
121,1,3,58,60
122,0,8,59,0
123,0,8,59,1
124,0,7,59,2
125,0,6,59,3
126,0,5,59,4
127,0,4,59,5
128,1,3,59,6
129,1,3,59,7
130,1,3,59,8
131,1,3,59,9
132,1,3,59,10
133,1,3,59,11
134,1,3,59,12
135,1,3,59,13
136,1,3,59,14
137,2,3,59,15
138,1,4,59,16
139,0,4,59,17
140,1,3,59,18
141,1,3,59,19
142,1,3,59,20
143,1,3,59,21
144,1,3,59,22
145,1,3,59,23
146,1,3,59,24
147,1,3,59,25
148,1,3,59,26
149,1,3,59,27
150,1,3,59,28
151,1,3,59,29
152,0,3,59,30
153,1,2,59,31
154,2,2,59,32
155,2,3,59,33
156,0,4,59,34
157,2,3,59,35
158,1,4,59,36
159,0,4,59,37
160,0,3,59,38
161,2,2,59,39
162,2,3,59,40
163,0,4,59,41
164,1,3,59,42
165,1,3,59,43
166,1,3,59,44
167,1,3,59,45
168,1,3,59,46
169,1,3,59,47
170,2,3,59,48
171,0,4,59,49
172,1,3,59,50
173,1,3,59,51
174,1,3,59,52
175,1,3,59,53
176,1,3,59,54
177,1,3,59,55
178,1,3,59,56
179,1,3,59,57
180,1,3,59,58
181,1,3,59,59
182,1,3,59,60
0,0,8,60,0
1,2,8,60,1
2,2,9,60,2
3,2,10,60,3
4,2,11,60,4
5,0,12,60,5
6,0,11,60,6
7,0,10,60,7
8,0,9,60,8
9,0,8,60,9
10,1,7,60,10
11,0,7,60,11
12,0,6,60,12
13,0,5,60,13
14,1,4,60,14
15,0,4,60,15
16,1,3,60,16
17,1,3,60,17
18,1,3,60,18
19,1,3,60,19
20,0,3,60,20
21,2,2,60,21
22,1,3,60,22
23,1,3,60,23
24,1,3,60,24
25,1,3,60,25
26,1,3,60,26
27,1,3,60,27
28,1,3,60,28
29,1,3,60,29
30,1,3,60,30
31,1,3,60,31
32,1,3,60,32
33,1,3,60,33
34,0,3,60,34
35,2,2,60,35
36,1,3,60,36
37,1,3,60,37
38,1,3,60,38
39,1,3,60,39
40,1,3,60,40
41,1,3,60,41
42,1,3,60,42
43,1,3,60,43
44,1,3,60,44
45,2,3,60,45
46,0,4,60,46
47,1,3,60,47
48,1,3,60,48
49,1,3,60,49
50,1,3,60,50
51,1,3,60,51
52,1,3,60,52
53,1,3,60,53
54,1,3,60,54
55,0,3,60,55
56,2,2,60,56
57,1,3,60,57
58,1,3,60,58
59,1,3,60,59
60,1,3,60,60
61,0,8,61,0
62,2,8,61,1
63,2,9,61,2
64,2,10,61,3
65,2,11,61,4
66,0,12,61,5
67,0,11,61,6
68,0,10,61,7
69,0,9,61,8
70,0,8,61,9
71,0,7,61,10
72,2,6,61,11
73,0,7,61,12
74,2,6,61,13
75,1,7,61,14
76,0,7,61,15
77,0,6,61,16
78,0,5,61,17
79,0,4,61,18
80,1,3,61,19
81,1,3,61,20
82,1,3,61,21
83,1,3,61,22
84,1,3,61,23
85,1,3,61,24
86,0,3,61,25
87,1,2,61,26
88,2,2,61,27
89,1,3,61,28
90,1,3,61,29
91,0,3,61,30
92,1,2,61,31
93,2,2,61,32
94,1,3,61,33
95,0,3,61,34
96,2,2,61,35
97,1,3,61,36
98,1,3,61,37
99,1,3,61,38
100,1,3,61,39
101,1,3,61,40
102,0,3,61,41
103,1,2,61,42
104,2,2,61,43
105,2,3,61,44
106,1,4,61,45
107,0,4,61,46
108,0,3,61,47
109,1,2,61,48
110,2,2,61,49
111,1,3,61,50
112,1,3,61,51
113,1,3,61,52
114,1,3,61,53
115,1,3,61,54
116,1,3,61,55
117,2,3,61,56
118,2,4,61,57
119,0,5,61,58
120,0,4,61,59
121,1,3,61,60
0,0,8,62,0
1,2,8,62,1
2,2,9,62,2
3,0,10,62,3
4,0,9,62,4
5,0,8,62,5
6,0,7,62,6
7,0,6,62,7
8,0,5,62,8
9,0,4,62,9
10,1,3,62,10
11,1,3,62,11
12,0,3,62,12
13,1,2,62,13
14,2,2,62,14
15,1,3,62,15
16,1,3,62,16
17,1,3,62,17
18,1,3,62,18
19,1,3,62,19
20,1,3,62,20
21,1,3,62,21
22,2,3,62,22
23,0,4,62,23
24,1,3,62,24
25,1,3,62,25
26,1,3,62,26
27,1,3,62,27
28,1,3,62,28
29,1,3,62,29
30,1,3,62,30
31,1,3,62,31
32,1,3,62,32
33,0,3,62,33
34,1,2,62,34
35,1,2,62,35
36,2,2,62,36
37,1,3,62,37
38,1,3,62,38
39,1,3,62,39
40,1,3,62,40
41,1,3,62,41
42,1,3,62,42
43,1,3,62,43
44,1,3,62,44
45,1,3,62,45
46,1,3,62,46
47,1,3,62,47
48,1,3,62,48
49,2,3,62,49
50,0,4,62,50
51,1,3,62,51
52,1,3,62,52
53,1,3,62,53
54,1,3,62,54
55,1,3,62,55
56,1,3,62,56
57,1,3,62,57
58,2,3,62,58
59,0,4,62,59
60,1,3,62,60
61,0,8,63,0
62,1,8,63,1
63,1,8,63,2
64,2,8,63,3
65,0,9,63,4
66,0,8,63,5
67,0,7,63,6
68,0,6,63,7
69,0,5,63,8
70,0,4,63,9
71,0,3,63,10
72,1,2,63,11
73,2,2,63,12
74,1,3,63,13
75,1,3,63,14
76,1,3,63,15
77,1,3,63,16
78,1,3,63,17
79,1,3,63,18
80,2,3,63,19
81,2,4,63,20
82,0,5,63,21
83,0,4,63,22
84,0,3,63,23
85,1,2,63,24
86,2,2,63,25
87,1,3,63,26
88,1,3,63,27
89,1,3,63,28
90,1,3,63,29
91,1,3,63,30
92,1,3,63,31
93,1,3,63,32
94,1,3,63,33
95,1,3,63,34
96,1,3,63,35
97,1,3,63,36
98,1,3,63,37
99,1,3,63,38
100,1,3,63,39
101,1,3,63,40
102,1,3,63,41
103,1,3,63,42
104,1,3,63,43
105,1,3,63,44
106,1,3,63,45
107,1,3,63,46
108,1,3,63,47
109,1,3,63,48
110,1,3,63,49
111,1,3,63,50
112,1,3,63,51
113,1,3,63,52
114,2,3,63,53
115,1,4,63,54
116,0,4,63,55
117,2,3,63,56
118,1,4,63,57
119,0,4,63,58
120,1,3,63,59
121,1,3,63,60
0,0,8,64,0
1,0,8,64,1
2,2,7,64,2
3,0,8,64,3
4,0,7,64,4
5,1,6,64,5
6,0,6,64,6
7,2,5,64,7
8,0,6,64,8
9,0,5,64,9
10,0,4,64,10
11,1,3,64,11
12,1,3,64,12
13,1,3,64,13
14,1,3,64,14
15,1,3,64,15
16,1,3,64,16
17,1,3,64,17
18,1,3,64,18
19,1,3,64,19
20,1,3,64,20
21,0,3,64,21
22,0,2,64,22
23,1,1,64,23
24,0,1,64,24
25,2,0,64,25
26,0,1,64,26
27,1,0,64,27
28,2,0,64,28
29,2,1,64,29
30,2,2,64,30
31,1,3,64,31
32,1,3,64,32
33,1,3,64,33
34,1,3,64,34
35,1,3,64,35
36,1,3,64,36
37,1,3,64,37
38,2,3,64,38
39,0,4,64,39
40,1,3,64,40
41,1,3,64,41
42,1,3,64,42
43,1,3,64,43
44,1,3,64,44
45,1,3,64,45
46,1,3,64,46
47,1,3,64,47
48,1,3,64,48
49,1,3,64,49
50,1,3,64,50
51,1,3,64,51
52,1,3,64,52
53,1,3,64,53
54,1,3,64,54
55,1,3,64,55
56,1,3,64,56
57,2,3,64,57
58,0,4,64,58
59,1,3,64,59
60,1,3,64,60
61,0,8,65,0
62,1,8,65,1
63,1,8,65,2
64,0,8,65,3
65,0,7,65,4
66,0,6,65,5
67,0,5,65,6
68,0,4,65,7
69,1,3,65,8
70,1,3,65,9
71,0,3,65,10
72,1,2,65,11
73,2,2,65,12
74,2,3,65,13
75,1,4,65,14
76,0,4,65,15
77,0,3,65,16
78,0,2,65,17
79,2,1,65,18
80,1,2,65,19
81,2,2,65,20
82,2,3,65,21
83,1,4,65,22
84,0,4,65,23
85,1,3,65,24
86,1,3,65,25
87,1,3,65,26
88,1,3,65,27
89,1,3,65,28
90,1,3,65,29
91,1,3,65,30
92,1,3,65,31
93,1,3,65,32
94,0,3,65,33
95,1,2,65,34
96,2,2,65,35
97,2,3,65,36
98,0,4,65,37
99,0,3,65,38
100,2,2,65,39
101,1,3,65,40
102,1,3,65,41
103,1,3,65,42
104,1,3,65,43
105,1,3,65,44
106,2,3,65,45
107,1,4,65,46
108,0,4,65,47
109,1,3,65,48
110,1,3,65,49
111,1,3,65,50
112,1,3,65,51
113,1,3,65,52
114,1,3,65,53
115,1,3,65,54
116,2,3,65,55
117,1,4,65,56
118,0,4,65,57
119,1,3,65,58
120,0,3,65,59
121,1,2,65,60
0,0,8,66,0
1,1,8,66,1
2,0,8,66,2
3,0,7,66,3
4,0,6,66,4
5,0,5,66,5
6,0,4,66,6
7,1,3,66,7
8,1,3,66,8
9,1,3,66,9
10,1,3,66,10
11,1,3,66,11
12,1,3,66,12
13,1,3,66,13
14,1,3,66,14
15,1,3,66,15
16,1,3,66,16
17,1,3,66,17
18,1,3,66,18
19,1,3,66,19
20,1,3,66,20
21,2,3,66,21
22,1,4,66,22
23,2,4,66,23
24,0,5,66,24
25,0,4,66,25
26,1,3,66,26
27,1,3,66,27
28,1,3,66,28
29,1,3,66,29
30,1,3,66,30
31,1,3,66,31
32,0,3,66,32
33,2,2,66,33
34,1,3,66,34
35,2,3,66,35
36,0,4,66,36
37,1,3,66,37
38,1,3,66,38
39,1,3,66,39
40,2,3,66,40
41,0,4,66,41
42,1,3,66,42
43,1,3,66,43
44,1,3,66,44
45,1,3,66,45
46,2,3,66,46
47,0,4,66,47
48,1,3,66,48
49,1,3,66,49
50,1,3,66,50
51,1,3,66,51
52,1,3,66,52
53,1,3,66,53
54,1,3,66,54
55,1,3,66,55
56,1,3,66,56
57,1,3,66,57
58,1,3,66,58
59,1,3,66,59
60,1,3,66,60
61,0,8,67,0
62,2,8,67,1
63,1,9,67,2
64,0,9,67,3
65,0,8,67,4
66,0,7,67,5
67,0,6,67,6
68,0,5,67,7
69,1,4,67,8
70,0,4,67,9
71,1,3,67,10
72,1,3,67,11
73,1,3,67,12
74,1,3,67,13
75,1,3,67,14
76,1,3,67,15
77,2,3,67,16
78,1,4,67,17
79,0,4,67,18
80,1,3,67,19
81,1,3,67,20
82,1,3,67,21
83,1,3,67,22
84,2,3,67,23
85,1,4,67,24
86,0,4,67,25
87,1,3,67,26
88,1,3,67,27
89,1,3,67,28
90,1,3,67,29
91,1,3,67,30
92,1,3,67,31
93,1,3,67,32
94,1,3,67,33
95,1,3,67,34
96,0,3,67,35
97,2,2,67,36
98,0,3,67,37
99,0,2,67,38
100,2,1,67,39
101,2,2,67,40
102,2,3,67,41
103,1,4,67,42
104,2,4,67,43
105,2,5,67,44
106,0,6,67,45
107,0,5,67,46
108,0,4,67,47
109,1,3,67,48
110,1,3,67,49
111,1,3,67,50
112,1,3,67,51
113,1,3,67,52
114,1,3,67,53
115,1,3,67,54
116,1,3,67,55
117,1,3,67,56
118,1,3,67,57
119,1,3,67,58
120,1,3,67,59
121,1,3,67,60
0,0,8,68,0
1,0,8,68,1
2,0,7,68,2
3,0,6,68,3
4,0,5,68,4
5,0,4,68,5
6,1,3,68,6
7,1,3,68,7
8,0,3,68,8
9,2,2,68,9
10,0,3,68,10
11,2,2,68,11
12,1,3,68,12
13,1,3,68,13
14,1,3,68,14
15,1,3,68,15
16,1,3,68,16
17,1,3,68,17
18,1,3,68,18
19,1,3,68,19
20,1,3,68,20
21,1,3,68,21
22,1,3,68,22
23,1,3,68,23
24,1,3,68,24
25,0,3,68,25
26,1,2,68,26
27,0,2,68,27
28,2,1,68,28
29,0,2,68,29
30,2,1,68,30
31,2,2,68,31
32,1,3,68,32
33,1,3,68,33
34,1,3,68,34
35,1,3,68,35
36,1,3,68,36
37,1,3,68,37
38,1,3,68,38
39,1,3,68,39
40,1,3,68,40
41,1,3,68,41
42,1,3,68,42
43,1,3,68,43
44,1,3,68,44
45,1,3,68,45
46,1,3,68,46
47,0,3,68,47
48,2,2,68,48
49,1,3,68,49
50,1,3,68,50
51,1,3,68,51
52,1,3,68,52
53,2,3,68,53
54,0,4,68,54
55,1,3,68,55
56,1,3,68,56
57,1,3,68,57
58,1,3,68,58
59,1,3,68,59
60,1,3,68,60
