,actions,states,trial,ts
6642,1,3,66,78
6643,1,3,66,79
6644,1,3,66,80
6645,1,3,66,81
6646,1,3,66,82
6647,1,3,66,83
6648,1,3,66,84
6649,1,3,66,85
6650,1,3,66,86
6651,2,3,66,87
6652,0,4,66,88
6653,1,3,66,89
6654,1,3,66,90
6655,1,3,66,91
6656,1,3,66,92
6657,0,3,66,93
6658,2,2,66,94
6659,0,3,66,95
6660,2,2,66,96
6661,1,3,66,97
6662,1,3,66,98
6663,2,3,66,99
6664,0,4,66,100
6665,0,8,67,0
6666,1,8,67,1
6667,0,8,67,2
6668,0,7,67,3
6669,0,6,67,4
6670,0,5,67,5
6671,1,4,67,6
6672,0,4,67,7
6673,1,3,67,8
6674,1,3,67,9
6675,0,3,67,10
6676,2,2,67,11
6677,1,3,67,12
6678,2,3,67,13
6679,0,4,67,14
6680,2,3,67,15
6681,0,4,67,16
6682,2,3,67,17
6683,2,4,67,18
6684,0,5,67,19
6685,1,4,67,20
6686,0,4,67,21
6687,1,3,67,22
6688,2,3,67,23
6689,1,4,67,24
6690,0,4,67,25
6691,1,3,67,26
6692,1,3,67,27
6693,1,3,67,28
6694,1,3,67,29
6695,1,3,67,30
6696,2,3,67,31
6697,0,4,67,32
6698,2,3,67,33
6699,1,4,67,34
6700,0,4,67,35
6701,1,3,67,36
6702,1,3,67,37
6703,2,3,67,38
6704,0,4,67,39
6705,1,3,67,40
6706,1,3,67,41
6707,0,3,67,42
6708,2,2,67,43
6709,1,3,67,44
6710,2,3,67,45
6711,0,4,67,46
6712,1,3,67,47
6713,1,3,67,48
6714,2,3,67,49
6715,0,4,67,50
6716,1,3,67,51
6717,0,3,67,52
6718,2,2,67,53
6719,1,3,67,54
6720,1,3,67,55
6721,1,3,67,56
6722,0,3,67,57
6723,2,2,67,58
6724,2,3,67,59
6725,0,4,67,60
6726,1,3,67,61
6727,1,3,67,62
6728,2,3,67,63
6729,1,4,67,64
6730,2,4,67,65
6731,1,5,67,66
6732,0,5,67,67
6733,0,4,67,68
6734,0,3,67,69
6735,0,2,67,70
6736,0,1,67,71
6737,1,0,67,72
6738,0,0,67,73
6739,2,0,67,74
6740,1,1,67,75
6741,2,1,67,76
6742,2,2,67,77
6743,1,3,67,78
6744,1,3,67,79
6745,1,3,67,80
6746,1,3,67,81
6747,1,3,67,82
6748,1,3,67,83
6749,1,3,67,84
6750,1,3,67,85
6751,1,3,67,86
6752,1,3,67,87
6753,0,3,67,88
6754,1,2,67,89
6755,0,2,67,90
6756,2,1,67,91
6757,2,2,67,92
6758,1,3,67,93
6759,1,3,67,94
6760,1,3,67,95
6761,1,3,67,96
6762,1,3,67,97
6763,0,3,67,98
6764,2,2,67,99
6765,0,4,67,100
6766,0,8,68,0
6767,1,8,68,1
6768,0,8,68,2
6769,2,7,68,3
6770,0,8,68,4
6771,0,7,68,5
6772,0,6,68,6
6773,0,5,68,7
6774,2,4,68,8
6775,0,5,68,9
6776,0,4,68,10
6777,1,3,68,11
6778,1,3,68,12
6779,1,3,68,13
6780,1,3,68,14
6781,1,3,68,15
6782,1,3,68,16
6783,1,3,68,17
6784,2,3,68,18
6785,1,4,68,19
6786,0,4,68,20
6787,1,3,68,21
6788,1,3,68,22
6789,1,3,68,23
6790,1,3,68,24
6791,1,3,68,25
6792,1,3,68,26
6793,1,3,68,27
6794,1,3,68,28
6795,1,3,68,29
6796,2,3,68,30
6797,1,4,68,31
6798,0,4,68,32
6799,1,3,68,33
6800,1,3,68,34
6801,1,3,68,35
6802,1,3,68,36
6803,1,3,68,37
6804,2,3,68,38
6805,0,4,68,39
6806,0,3,68,40
6807,2,2,68,41
6808,0,3,68,42
6809,2,2,68,43
6810,0,3,68,44
6811,2,2,68,45
6812,2,3,68,46
6813,0,4,68,47
6814,1,3,68,48
6815,1,3,68,49
6816,1,3,68,50
6817,2,3,68,51
6818,0,4,68,52
6819,2,3,68,53
6820,0,4,68,54
6821,1,3,68,55
6822,1,3,68,56
6823,1,3,68,57
6824,1,3,68,58
6825,1,3,68,59
6826,2,3,68,60
6827,0,4,68,61
6828,1,3,68,62
6829,1,3,68,63
6830,1,3,68,64
6831,1,3,68,65
6832,1,3,68,66
6833,1,3,68,67
6834,0,3,68,68
6835,2,2,68,69
6836,0,3,68,70
6837,0,2,68,71
6838,2,1,68,72
6839,0,2,68,73
6840,2,1,68,74
6841,2,2,68,75
6842,2,3,68,76
6843,0,4,68,77
6844,1,3,68,78
6845,1,3,68,79
6846,1,3,68,80
6847,2,3,68,81
6848,1,4,68,82
6849,0,4,68,83
6850,1,3,68,84
6851,1,3,68,85
6852,0,3,68,86
6853,2,2,68,87
6854,2,3,68,88
6855,1,4,68,89
6856,1,4,68,90
6857,2,4,68,91
6858,0,5,68,92
6859,0,4,68,93
6860,1,3,68,94
6861,1,3,68,95
6862,0,3,68,96
6863,0,2,68,97
6864,2,1,68,98
6865,2,2,68,99
6866,1,3,68,100
6867,0,8,69,0
6868,1,8,69,1
6869,0,8,69,2
6870,0,7,69,3
6871,0,6,69,4
6872,0,5,69,5
6873,2,4,69,6
6874,0,5,69,7
6875,1,4,69,8
6876,1,4,69,9
6877,0,4,69,10
6878,1,3,69,11
6879,2,3,69,12
6880,1,4,69,13
6881,1,4,69,14
6882,0,4,69,15
6883,1,3,69,16
6884,1,3,69,17
6885,2,3,69,18
6886,0,4,69,19
6887,2,3,69,20
6888,0,4,69,21
6889,1,3,69,22
6890,1,3,69,23
6891,0,3,69,24
6892,2,2,69,25
6893,1,3,69,26
6894,0,3,69,27
6895,1,2,69,28
6896,1,2,69,29
6897,2,2,69,30
6898,0,3,69,31
6899,2,2,69,32
6900,1,3,69,33
6901,1,3,69,34
6902,2,3,69,35
6903,2,4,69,36
6904,0,5,69,37
6905,0,4,69,38
6906,1,3,69,39
6907,1,3,69,40
6908,1,3,69,41
6909,1,3,69,42
6910,1,3,69,43
6911,1,3,69,44
6912,1,3,69,45
6913,1,3,69,46
6914,1,3,69,47
6915,1,3,69,48
6916,1,3,69,49
6917,0,3,69,50
6918,2,2,69,51
6919,1,3,69,52
6920,1,3,69,53
6921,1,3,69,54
6922,1,3,69,55
6923,0,3,69,56
6924,1,2,69,57
6925,1,2,69,58
6926,1,2,69,59
6927,2,2,69,60
6928,1,3,69,61
6929,2,3,69,62
6930,2,4,69,63
6931,0,5,69,64
6932,0,4,69,65
6933,2,3,69,66
6934,0,4,69,67
6935,1,3,69,68
6936,2,3,69,69
6937,2,4,69,70
6938,0,5,69,71
6939,0,4,69,72
6940,1,3,69,73
6941,1,3,69,74
6942,1,3,69,75
6943,2,3,69,76
6944,0,4,69,77
6945,1,3,69,78
6946,1,3,69,79
6947,1,3,69,80
6948,0,3,69,81
6949,2,2,69,82
6950,1,3,69,83
6951,1,3,69,84
6952,1,3,69,85
6953,2,3,69,86
6954,2,4,69,87
6955,0,5,69,88
6956,0,4,69,89
6957,2,3,69,90
6958,0,4,69,91
6959,1,3,69,92
6960,0,3,69,93
6961,2,2,69,94
6962,0,3,69,95
6963,2,2,69,96
6964,2,3,69,97
6965,0,4,69,98
6966,0,3,69,99
6967,1,3,69,100
6968,0,8,70,0
6969,0,8,70,1
6970,0,7,70,2
6971,0,6,70,3
6972,0,5,70,4
6973,0,4,70,5
6974,1,3,70,6
6975,1,3,70,7
6976,1,3,70,8
6977,2,3,70,9
6978,0,4,70,10
6979,1,3,70,11
6980,1,3,70,12
6981,1,3,70,13
6982,2,3,70,14
6983,0,4,70,15
6984,1,3,70,16
6985,1,3,70,17
6986,1,3,70,18
6987,1,3,70,19
6988,1,3,70,20
6989,1,3,70,21
6990,1,3,70,22
6991,1,3,70,23
6992,1,3,70,24
6993,1,3,70,25
6994,0,3,70,26
6995,2,2,70,27
6996,1,3,70,28
6997,1,3,70,29
6998,1,3,70,30
6999,1,3,70,31
7000,2,3,70,32
7001,2,4,70,33
7002,0,5,70,34
7003,0,4,70,35
7004,0,3,70,36
7005,2,2,70,37
7006,2,3,70,38
7007,2,4,70,39
7008,0,5,70,40
7009,0,4,70,41
7010,2,3,70,42
7011,0,4,70,43
7012,1,3,70,44
7013,1,3,70,45
7014,1,3,70,46
7015,1,3,70,47
7016,0,3,70,48
7017,1,2,70,49
7018,2,2,70,50
7019,1,3,70,51
7020,2,3,70,52
7021,0,4,70,53
7022,1,3,70,54
7023,2,3,70,55
7024,0,4,70,56
7025,2,3,70,57
7026,0,4,70,58
7027,2,3,70,59
7028,0,4,70,60
7029,1,3,70,61
7030,1,3,70,62
7031,1,3,70,63
7032,1,3,70,64
7033,1,3,70,65
7034,1,3,70,66
7035,1,3,70,67
7036,0,3,70,68
7037,2,2,70,69
7038,1,3,70,70
7039,0,3,70,71
7040,2,2,70,72
7041,1,3,70,73
7042,1,3,70,74
7043,1,3,70,75
7044,1,3,70,76
7045,1,3,70,77
7046,1,3,70,78
7047,1,3,70,79
7048,1,3,70,80
7049,1,3,70,81
7050,2,3,70,82
7051,0,4,70,83
7052,1,3,70,84
7053,1,3,70,85
7054,1,3,70,86
7055,1,3,70,87
7056,1,3,70,88
7057,1,3,70,89
7058,1,3,70,90
7059,0,3,70,91
7060,2,2,70,92
7061,2,3,70,93
7062,1,4,70,94
7063,0,4,70,95
7064,1,3,70,96
7065,1,3,70,97
7066,1,3,70,98
7067,1,3,70,99
7068,0,2,70,100
7069,0,8,71,0
7070,1,8,71,1
7071,0,8,71,2
7072,0,7,71,3
7073,1,6,71,4
7074,0,6,71,5
7075,0,5,71,6
7076,0,4,71,7
7077,1,3,71,8
7078,1,3,71,9
7079,1,3,71,10
7080,1,3,71,11
7081,1,3,71,12
7082,1,3,71,13
7083,1,3,71,14
7084,1,3,71,15
7085,1,3,71,16
7086,1,3,71,17
7087,1,3,71,18
7088,1,3,71,19
7089,2,3,71,20
7090,0,4,71,21
7091,1,3,71,22
7092,1,3,71,23
7093,2,3,71,24
7094,1,4,71,25
7095,0,4,71,26
7096,1,3,71,27
7097,2,3,71,28
7098,0,4,71,29
7099,1,3,71,30
7100,2,3,71,31
7101,0,4,71,32
7102,1,3,71,33
7103,1,3,71,34
7104,0,3,71,35
7105,2,2,71,36
7106,0,3,71,37
7107,0,2,71,38
7108,2,1,71,39
7109,2,2,71,40
7110,1,3,71,41
7111,1,3,71,42
7112,1,3,71,43
7113,2,3,71,44
7114,0,4,71,45
7115,1,3,71,46
7116,1,3,71,47
7117,1,3,71,48
7118,2,3,71,49
7119,0,4,71,50
7120,1,3,71,51
7121,0,3,71,52
7122,2,2,71,53
7123,0,3,71,54
7124,2,2,71,55
7125,0,3,71,56
7126,0,2,71,57
7127,2,1,71,58
7128,2,2,71,59
7129,1,3,71,60
7130,1,3,71,61
7131,1,3,71,62
7132,1,3,71,63
7133,2,3,71,64
7134,0,4,71,65
7135,2,3,71,66
7136,0,4,71,67
7137,1,3,71,68
7138,1,3,71,69
7139,1,3,71,70
7140,1,3,71,71
7141,1,3,71,72
7142,0,3,71,73
7143,2,2,71,74
7144,1,3,71,75
7145,2,3,71,76
7146,0,4,71,77
7147,1,3,71,78
7148,1,3,71,79
7149,1,3,71,80
7150,0,3,71,81
7151,2,2,71,82
7152,1,3,71,83
7153,0,3,71,84
7154,2,2,71,85
7155,1,3,71,86
7156,1,3,71,87
7157,1,3,71,88
7158,1,3,71,89
7159,1,3,71,90
7160,1,3,71,91
7161,0,3,71,92
7162,2,2,71,93
7163,1,3,71,94
7164,0,3,71,95
7165,0,2,71,96
7166,2,1,71,97
7167,0,2,71,98
7168,2,1,71,99
7169,1,3,71,100
7170,0,8,72,0
7171,1,8,72,1
7172,0,8,72,2
7173,2,7,72,3
7174,0,8,72,4
7175,0,7,72,5
7176,0,6,72,6
7177,0,5,72,7
7178,0,4,72,8
7179,2,3,72,9
7180,0,4,72,10
7181,1,3,72,11
7182,1,3,72,12
7183,1,3,72,13
7184,1,3,72,14
7185,0,3,72,15
7186,2,2,72,16
7187,0,3,72,17
7188,2,2,72,18
7189,1,3,72,19
7190,1,3,72,20
7191,1,3,72,21
7192,1,3,72,22
7193,1,3,72,23
7194,1,3,72,24
7195,0,3,72,25
7196,2,2,72,26
7197,1,3,72,27
7198,1,3,72,28
7199,0,3,72,29
7200,0,2,72,30
7201,2,1,72,31
7202,0,2,72,32
7203,0,1,72,33
7204,1,0,72,34
7205,2,0,72,35
7206,2,1,72,36
7207,2,2,72,37
7208,2,3,72,38
7209,0,4,72,39
7210,2,3,72,40
7211,0,4,72,41
7212,1,3,72,42
7213,1,3,72,43
7214,1,3,72,44
7215,1,3,72,45
7216,1,3,72,46
7217,1,3,72,47
7218,1,3,72,48
7219,1,3,72,49
7220,1,3,72,50
7221,1,3,72,51
7222,1,3,72,52
7223,1,3,72,53
7224,1,3,72,54
7225,1,3,72,55
7226,2,3,72,56
7227,2,4,72,57
7228,0,5,72,58
7229,0,4,72,59
7230,0,3,72,60
7231,0,2,72,61
7232,2,1,72,62
7233,1,2,72,63
7234,2,2,72,64
7235,0,3,72,65
7236,2,2,72,66
7237,1,3,72,67
7238,1,3,72,68
7239,2,3,72,69
7240,0,4,72,70
7241,1,3,72,71
7242,1,3,72,72
7243,2,3,72,73
7244,0,4,72,74
7245,2,3,72,75
7246,2,4,72,76
7247,0,5,72,77
7248,1,4,72,78
7249,2,4,72,79
7250,0,5,72,80
7251,1,4,72,81
7252,0,4,72,82
7253,1,3,72,83
7254,1,3,72,84
7255,1,3,72,85
7256,1,3,72,86
7257,2,3,72,87
7258,0,4,72,88
7259,1,3,72,89
7260,1,3,72,90
7261,1,3,72,91
7262,1,3,72,92
7263,1,3,72,93
7264,2,3,72,94
7265,0,4,72,95
7266,0,3,72,96
7267,2,2,72,97
7268,1,3,72,98
7269,1,3,72,99
7270,2,2,72,100
7271,0,8,73,0
7272,1,8,73,1
7273,0,8,73,2
7274,0,7,73,3
7275,2,6,73,4
7276,1,7,73,5
7277,0,7,73,6
7278,0,6,73,7
7279,0,5,73,8
7280,1,4,73,9
7281,0,4,73,10
7282,1,3,73,11
7283,1,3,73,12
7284,2,3,73,13
7285,0,4,73,14
7286,0,3,73,15
7287,2,2,73,16
7288,1,3,73,17
7289,1,3,73,18
7290,0,3,73,19
7291,2,2,73,20
7292,1,3,73,21
7293,1,3,73,22
7294,1,3,73,23
7295,1,3,73,24
7296,1,3,73,25
7297,1,3,73,26
7298,1,3,73,27
7299,1,3,73,28
7300,2,3,73,29
7301,2,4,73,30
7302,0,5,73,31
7303,0,4,73,32
7304,1,3,73,33
7305,1,3,73,34
7306,1,3,73,35
7307,1,3,73,36
7308,1,3,73,37
7309,0,3,73,38
7310,1,2,73,39
7311,2,2,73,40
7312,1,3,73,41
7313,0,3,73,42
7314,2,2,73,43
7315,1,3,73,44
7316,1,3,73,45
7317,1,3,73,46
7318,1,3,73,47
7319,1,3,73,48
7320,1,3,73,49
7321,1,3,73,50
7322,2,3,73,51
7323,2,4,73,52
7324,0,5,73,53
7325,0,4,73,54
7326,1,3,73,55
7327,0,3,73,56
7328,2,2,73,57
7329,1,3,73,58
7330,2,3,73,59
7331,0,4,73,60
7332,1,3,73,61
7333,1,3,73,62
7334,1,3,73,63
7335,2,3,73,64
7336,0,4,73,65
7337,1,3,73,66
7338,1,3,73,67
7339,2,3,73,68
7340,0,4,73,69
7341,2,3,73,70
7342,0,4,73,71
7343,1,3,73,72
7344,1,3,73,73
7345,2,3,73,74
7346,0,4,73,75
7347,1,3,73,76
7348,1,3,73,77
7349,1,3,73,78
7350,1,3,73,79
7351,0,3,73,80
7352,0,2,73,81
7353,2,1,73,82
7354,2,2,73,83
7355,0,3,73,84
7356,2,2,73,85
7357,1,3,73,86
7358,1,3,73,87
7359,0,3,73,88
7360,1,2,73,89
7361,1,2,73,90
7362,2,2,73,91
7363,0,3,73,92
7364,2,2,73,93
7365,1,3,73,94
7366,2,3,73,95
7367,1,4,73,96
7368,0,4,73,97
7369,1,3,73,98
7370,1,3,73,99
7371,1,3,73,100
7372,0,8,74,0
7373,0,8,74,1
7374,0,7,74,2
7375,0,6,74,3
7376,1,5,74,4
7377,0,5,74,5
7378,0,4,74,6
7379,1,3,74,7
7380,1,3,74,8
7381,0,3,74,9
7382,2,2,74,10
7383,1,3,74,11
7384,0,3,74,12
7385,2,2,74,13
7386,1,3,74,14
7387,1,3,74,15
7388,1,3,74,16
7389,1,3,74,17
7390,1,3,74,18
7391,1,3,74,19
7392,1,3,74,20
7393,1,3,74,21
7394,1,3,74,22
7395,1,3,74,23
7396,1,3,74,24
7397,1,3,74,25
7398,2,3,74,26
7399,0,4,74,27
7400,0,3,74,28
7401,2,2,74,29
7402,1,3,74,30
7403,0,3,74,31
7404,2,2,74,32
7405,2,3,74,33
7406,0,4,74,34
7407,0,3,74,35
7408,2,2,74,36
7409,1,3,74,37
7410,2,3,74,38
7411,0,4,74,39
7412,2,3,74,40
7413,0,4,74,41
7414,1,3,74,42
7415,1,3,74,43
7416,1,3,74,44
7417,1,3,74,45
7418,1,3,74,46
7419,2,3,74,47
7420,0,4,74,48
7421,1,3,74,49
7422,1,3,74,50
7423,1,3,74,51
7424,2,3,74,52
7425,0,4,74,53
7426,1,3,74,54
7427,1,3,74,55
7428,1,3,74,56
7429,1,3,74,57
7430,2,3,74,58
7431,2,4,74,59
7432,0,5,74,60
7433,0,4,74,61
7434,1,3,74,62
7435,1,3,74,63
7436,2,3,74,64
7437,2,4,74,65
7438,0,5,74,66
7439,1,4,74,67
7440,2,4,74,68
7441,0,5,74,69
7442,0,4,74,70
7443,1,3,74,71
7444,1,3,74,72
7445,1,3,74,73
7446,2,3,74,74
7447,0,4,74,75
7448,1,3,74,76
7449,2,3,74,77
7450,0,4,74,78
7451,1,3,74,79
7452,0,3,74,80
7453,2,2,74,81
7454,1,3,74,82
7455,2,3,74,83
7456,2,4,74,84
7457,1,5,74,85
7458,0,5,74,86
7459,1,4,74,87
7460,2,4,74,88
7461,1,5,74,89
7462,2,5,74,90
7463,0,6,74,91
7464,0,5,74,92
7465,1,4,74,93
7466,0,4,74,94
7467,1,3,74,95
7468,1,3,74,96
7469,1,3,74,97
7470,1,3,74,98
7471,1,3,74,99
7472,2,3,74,100
7473,0,8,75,0
7474,0,8,75,1
7475,2,7,75,2
7476,0,8,75,3
7477,0,7,75,4
7478,0,6,75,5
7479,0,5,75,6
7480,2,4,75,7
7481,2,5,75,8
7482,0,6,75,9
7483,0,5,75,10
7484,1,4,75,11
7485,0,4,75,12
7486,2,3,75,13
7487,0,4,75,14
7488,1,3,75,15
7489,2,3,75,16
7490,0,4,75,17
7491,1,3,75,18
7492,1,3,75,19
7493,1,3,75,20
7494,2,3,75,21
7495,1,4,75,22
7496,0,4,75,23
7497,1,3,75,24
7498,0,3,75,25
7499,1,2,75,26
7500,1,2,75,27
7501,2,2,75,28
7502,0,3,75,29
7503,2,2,75,30
7504,0,3,75,31
7505,2,2,75,32
7506,1,3,75,33
7507,1,3,75,34
7508,1,3,75,35
7509,2,3,75,36
7510,1,4,75,37
7511,0,4,75,38
7512,1,3,75,39
7513,1,3,75,40
7514,1,3,75,41
7515,1,3,75,42
7516,1,3,75,43
7517,1,3,75,44
7518,2,3,75,45
7519,0,4,75,46
7520,1,3,75,47
7521,0,3,75,48
7522,2,2,75,49
7523,1,3,75,50
7524,0,3,75,51
7525,2,2,75,52
7526,1,3,75,53
7527,1,3,75,54
7528,0,3,75,55
7529,2,2,75,56
7530,1,3,75,57
7531,0,3,75,58
7532,2,2,75,59
7533,1,3,75,60
7534,1,3,75,61
7535,1,3,75,62
7536,1,3,75,63
7537,0,3,75,64
7538,2,2,75,65
7539,1,3,75,66
7540,1,3,75,67
7541,1,3,75,68
7542,1,3,75,69
7543,1,3,75,70
7544,2,3,75,71
7545,0,4,75,72
7546,0,3,75,73
7547,2,2,75,74
7548,1,3,75,75
7549,2,3,75,76
7550,0,4,75,77
7551,1,3,75,78
7552,1,3,75,79
7553,1,3,75,80
7554,1,3,75,81
7555,1,3,75,82
7556,1,3,75,83
7557,1,3,75,84
7558,1,3,75,85
7559,1,3,75,86
7560,2,3,75,87
7561,0,4,75,88
7562,1,3,75,89
7563,1,3,75,90
7564,1,3,75,91
7565,1,3,75,92
7566,1,3,75,93
7567,2,3,75,94
7568,0,4,75,95
7569,1,3,75,96
7570,1,3,75,97
7571,1,3,75,98
7572,1,3,75,99
7573,2,3,75,100
7574,0,8,76,0
7575,1,8,76,1
7576,0,8,76,2
7577,1,7,76,3
7578,0,7,76,4
7579,0,6,76,5
7580,0,5,76,6
7581,0,4,76,7
7582,0,3,76,8
7583,1,2,76,9
7584,2,2,76,10
7585,1,3,76,11
7586,0,3,76,12
7587,2,2,76,13
7588,2,3,76,14
7589,0,4,76,15
7590,1,3,76,16
7591,1,3,76,17
7592,1,3,76,18
7593,1,3,76,19
7594,1,3,76,20
7595,1,3,76,21
7596,2,3,76,22
7597,0,4,76,23
7598,1,3,76,24
7599,1,3,76,25
7600,1,3,76,26
7601,1,3,76,27
7602,1,3,76,28
7603,1,3,76,29
7604,1,3,76,30
7605,1,3,76,31
7606,1,3,76,32
7607,1,3,76,33
7608,1,3,76,34
7609,1,3,76,35
7610,0,3,76,36
7611,2,2,76,37
7612,1,3,76,38
7613,2,3,76,39
7614,0,4,76,40
7615,1,3,76,41
7616,1,3,76,42
7617,1,3,76,43
7618,1,3,76,44
7619,1,3,76,45
7620,2,3,76,46
7621,0,4,76,47
7622,0,3,76,48
7623,2,2,76,49
7624,1,3,76,50
7625,0,3,76,51
7626,1,2,76,52
7627,1,2,76,53
7628,0,2,76,54
7629,2,1,76,55
7630,2,2,76,56
7631,1,3,76,57
7632,0,3,76,58
7633,0,2,76,59
7634,2,1,76,60
7635,0,2,76,61
7636,2,1,76,62
7637,2,2,76,63
7638,1,3,76,64
7639,1,3,76,65
7640,1,3,76,66
7641,1,3,76,67
7642,1,3,76,68
7643,2,3,76,69
7644,0,4,76,70
7645,1,3,76,71
7646,2,3,76,72
7647,0,4,76,73
7648,2,3,76,74
7649,0,4,76,75
7650,1,3,76,76
7651,1,3,76,77
7652,1,3,76,78
7653,1,3,76,79
7654,2,3,76,80
7655,0,4,76,81
7656,1,3,76,82
7657,1,3,76,83
7658,0,3,76,84
7659,1,2,76,85
7660,2,2,76,86
7661,1,3,76,87
7662,0,3,76,88
7663,2,2,76,89
7664,1,3,76,90
7665,0,3,76,91
7666,2,2,76,92
7667,1,3,76,93
7668,1,3,76,94
7669,1,3,76,95
7670,1,3,76,96
7671,1,3,76,97
7672,1,3,76,98
7673,1,3,76,99
7674,0,3,76,100
7675,0,8,77,0
7676,1,8,77,1
7677,2,8,77,2
7678,0,9,77,3
7679,0,8,77,4
7680,0,7,77,5
7681,0,6,77,6
7682,0,5,77,7
7683,0,4,77,8
7684,1,3,77,9
7685,0,3,77,10
7686,2,2,77,11
7687,1,3,77,12
7688,1,3,77,13
7689,1,3,77,14
7690,1,3,77,15
7691,0,3,77,16
7692,2,2,77,17
7693,0,3,77,18
7694,2,2,77,19
7695,0,3,77,20
7696,2,2,77,21
7697,1,3,77,22
7698,2,3,77,23
7699,0,4,77,24
7700,1,3,77,25
7701,1,3,77,26
7702,1,3,77,27
7703,1,3,77,28
7704,0,3,77,29
7705,0,2,77,30
7706,2,1,77,31
7707,2,2,77,32
7708,1,3,77,33
7709,1,3,77,34
7710,1,3,77,35
7711,1,3,77,36
7712,1,3,77,37
7713,1,3,77,38
7714,1,3,77,39
7715,1,3,77,40
7716,1,3,77,41
7717,1,3,77,42
7718,1,3,77,43
7719,1,3,77,44
7720,2,3,77,45
7721,1,4,77,46
7722,0,4,77,47
7723,0,3,77,48
7724,2,2,77,49
7725,1,3,77,50
7726,2,3,77,51
7727,1,4,77,52
7728,0,4,77,53
7729,1,3,77,54
7730,1,3,77,55
7731,1,3,77,56
7732,0,3,77,57
7733,1,2,77,58
7734,2,2,77,59
7735,1,3,77,60
7736,1,3,77,61
7737,1,3,77,62
7738,1,3,77,63
7739,1,3,77,64
7740,1,3,77,65
7741,2,3,77,66
7742,0,4,77,67
7743,2,3,77,68
7744,2,4,77,69
7745,1,5,77,70
7746,0,5,77,71
7747,1,4,77,72
7748,0,4,77,73
7749,2,3,77,74
7750,0,4,77,75
7751,1,3,77,76
7752,2,3,77,77
7753,1,4,77,78
7754,1,4,77,79
7755,0,4,77,80
7756,0,3,77,81
7757,2,2,77,82
7758,1,3,77,83
7759,0,3,77,84
7760,2,2,77,85
7761,1,3,77,86
7762,1,3,77,87
7763,0,3,77,88
7764,2,2,77,89
7765,2,3,77,90
7766,0,4,77,91
7767,0,3,77,92
7768,0,2,77,93
7769,2,1,77,94
7770,0,2,77,95
7771,2,1,77,96
7772,2,2,77,97
7773,1,3,77,98
7774,0,3,77,99
7775,2,3,77,100
7776,0,8,78,0
7777,1,8,78,1
7778,0,8,78,2
7779,0,7,78,3
7780,2,6,78,4
7781,1,7,78,5
7782,0,7,78,6
7783,1,6,78,7
7784,1,6,78,8
7785,2,6,78,9
7786,0,7,78,10
7787,0,6,78,11
7788,1,5,78,12
7789,0,5,78,13
7790,1,4,78,14
7791,1,4,78,15
7792,0,4,78,16
7793,2,3,78,17
7794,0,4,78,18
7795,0,3,78,19
7796,2,2,78,20
7797,2,3,78,21
7798,0,4,78,22
7799,1,3,78,23
7800,1,3,78,24
7801,0,3,78,25
7802,2,2,78,26
7803,1,3,78,27
7804,1,3,78,28
7805,2,3,78,29
7806,0,4,78,30
7807,0,3,78,31
7808,2,2,78,32
7809,1,3,78,33
7810,2,3,78,34
7811,1,4,78,35
7812,1,4,78,36
7813,0,4,78,37
7814,2,3,78,38
7815,0,4,78,39
7816,1,3,78,40
7817,1,3,78,41
7818,0,3,78,42
7819,1,2,78,43
7820,2,2,78,44
7821,1,3,78,45
7822,1,3,78,46
7823,1,3,78,47
7824,0,3,78,48
7825,2,2,78,49
7826,1,3,78,50
7827,1,3,78,51
7828,2,3,78,52
7829,0,4,78,53
7830,2,3,78,54
7831,0,4,78,55
7832,1,3,78,56
7833,1,3,78,57
7834,1,3,78,58
7835,1,3,78,59
7836,1,3,78,60
7837,1,3,78,61
7838,2,3,78,62
7839,1,4,78,63
7840,0,4,78,64
7841,1,3,78,65
7842,1,3,78,66
7843,2,3,78,67
7844,1,4,78,68
7845,0,4,78,69
7846,1,3,78,70
7847,1,3,78,71
7848,1,3,78,72
7849,1,3,78,73
7850,1,3,78,74
7851,1,3,78,75
7852,1,3,78,76
7853,1,3,78,77
7854,1,3,78,78
7855,2,3,78,79
7856,0,4,78,80
7857,0,3,78,81
7858,0,2,78,82
7859,2,1,78,83
7860,1,2,78,84
7861,2,2,78,85
7862,1,3,78,86
7863,1,3,78,87
7864,0,3,78,88
7865,2,2,78,89
7866,1,3,78,90
7867,1,3,78,91
7868,2,3,78,92
7869,0,4,78,93
7870,1,3,78,94
7871,2,3,78,95
7872,1,4,78,96
7873,0,4,78,97
7874,1,3,78,98
7875,1,3,78,99
7876,2,2,78,100
7877,0,8,79,0
7878,1,8,79,1
7879,0,8,79,2
7880,0,7,79,3
7881,1,6,79,4
7882,2,6,79,5
7883,0,7,79,6
7884,0,6,79,7
7885,0,5,79,8
7886,0,4,79,9
7887,1,3,79,10
7888,1,3,79,11
7889,1,3,79,12
7890,1,3,79,13
7891,1,3,79,14
7892,1,3,79,15
7893,1,3,79,16
7894,1,3,79,17
7895,1,3,79,18
7896,1,3,79,19
7897,2,3,79,20
7898,0,4,79,21
7899,1,3,79,22
7900,1,3,79,23
7901,1,3,79,24
7902,2,3,79,25
7903,1,4,79,26
7904,0,4,79,27
7905,1,3,79,28
7906,1,3,79,29
7907,2,3,79,30
7908,0,4,79,31
7909,1,3,79,32
7910,1,3,79,33
7911,1,3,79,34
7912,1,3,79,35
