,er,er_80,er_90,er_95,ts_80,ts_90,ts_95
788,0.264150943396,0.274509803922,0.269230769231,0.264150943396,51,52,53
789,0.306451612903,0.3,0.290909090909,0.306451612903,50,55,62
790,0.330434782609,0.346153846154,0.349056603774,0.330434782609,104,106,115
791,0.189189189189,0.212121212121,0.205882352941,0.189189189189,33,34,37
792,0.4,0.38,0.388888888889,0.4,50,54,55
793,0.244444444444,0.243902439024,0.261904761905,0.244444444444,41,42,45
794,0.340909090909,0.333333333333,0.344827586207,0.340909090909,84,87,88
795,0.327868852459,0.31914893617,0.307692307692,0.327868852459,47,52,61
796,0.358208955224,0.359375,0.353846153846,0.358208955224,64,65,67
797,0.371212121212,0.390243902439,0.374045801527,0.371212121212,123,131,132
798,0.275862068966,0.254545454545,0.280701754386,0.275862068966,55,57,58
799,0.283018867925,0.266666666667,0.276595744681,0.283018867925,45,47,53
800,0.359649122807,0.37,0.362831858407,0.359649122807,100,113,114
801,0.342105263158,0.342592592593,0.339449541284,0.342105263158,108,109,114
802,0.129032258065,0.137931034483,0.133333333333,0.129032258065,29,30,31
803,0.263157894737,0.257142857143,0.27027027027,0.263157894737,35,37,38
804,0.326530612245,0.326315789474,0.322916666667,0.326530612245,95,96,98
805,0.276923076923,0.274193548387,0.28125,0.276923076923,62,64,65
806,0.205128205128,0.2,0.194444444444,0.205128205128,35,36,39
807,0.315789473684,0.310810810811,0.32,0.315789473684,74,75,76
808,0.351851851852,0.346153846154,0.352380952381,0.351851851852,104,105,108
809,0.209302325581,0.230769230769,0.225,0.209302325581,39,40,43
810,0.232558139535,0.243902439024,0.238095238095,0.232558139535,41,42,43
811,0.366197183099,0.359375,0.357142857143,0.366197183099,64,70,71
812,0.172413793103,0.16,0.178571428571,0.172413793103,25,28,29
813,0.265306122449,0.255813953488,0.260869565217,0.265306122449,43,46,49
814,0.30303030303,0.296875,0.307692307692,0.30303030303,64,65,66
815,0.25,0.235294117647,0.25641025641,0.25,34,39,40
816,0.316239316239,0.327433628319,0.324561403509,0.316239316239,113,114,117
817,0.268292682927,0.26582278481,0.271604938272,0.268292682927,79,81,82
818,0.316455696203,0.324675324675,0.320512820513,0.316455696203,77,78,79
819,0.305084745763,0.321428571429,0.310344827586,0.305084745763,56,58,59
820,0.33606557377,0.338983050847,0.338842975207,0.33606557377,118,121,122
821,0.297872340426,0.309523809524,0.302325581395,0.297872340426,42,43,47
822,0.209302325581,0.219512195122,0.214285714286,0.209302325581,41,42,43
823,0.326086956522,0.318181818182,0.333333333333,0.326086956522,44,45,46
824,0.302325581395,0.297297297297,0.289473684211,0.302325581395,37,38,43
825,0.21875,0.25,0.225806451613,0.21875,28,31,32
826,0.227272727273,0.171428571429,0.189189189189,0.227272727273,35,37,44
827,0.272727272727,0.292682926829,0.279069767442,0.272727272727,41,43,44
828,0.350427350427,0.35652173913,0.353448275862,0.350427350427,115,116,117
829,0.28813559322,0.298245614035,0.293103448276,0.28813559322,57,58,59
830,0.294117647059,0.276595744681,0.270833333333,0.294117647059,47,48,51
831,0.219512195122,0.257142857143,0.25,0.219512195122,35,36,41
832,0.387096774194,0.406779661017,0.4,0.387096774194,59,60,62
833,0.3375,0.349206349206,0.346153846154,0.3375,63,78,80
834,0.265306122449,0.276595744681,0.270833333333,0.265306122449,47,48,49
835,0.311926605505,0.317757009346,0.314814814815,0.311926605505,107,108,109
836,0.285714285714,0.288888888889,0.291666666667,0.285714285714,45,48,49
837,0.175,0.162162162162,0.179487179487,0.175,37,39,40
838,0.225,0.243243243243,0.230769230769,0.225,37,39,40
839,0.162162162162,0.129032258065,0.151515151515,0.162162162162,31,33,37
840,0.224489795918,0.209302325581,0.222222222222,0.224489795918,43,45,49
841,0.133333333333,0.111111111111,0.103448275862,0.133333333333,27,29,30
842,0.333333333333,0.326923076923,0.339622641509,0.333333333333,52,53,54
843,0.142857142857,0.103448275862,0.129032258065,0.142857142857,29,31,35
844,0.205128205128,0.216216216216,0.210526315789,0.205128205128,37,38,39
845,0.189189189189,0.181818181818,0.176470588235,0.189189189189,33,34,37
846,0.376146788991,0.383177570093,0.37962962963,0.376146788991,107,108,109
847,0.329411764706,0.283018867925,0.325,0.329411764706,53,80,85
